p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.00000000000145253549453816	1.36706752419186	0.168	0.066	0.00000005304223865405	early epidermal progenitors	chr3-h1-88114952-88115524
0.00000000000156725519855376	1.47116465460028	0.149	0.055	0.0000000572314580855876	early epidermal progenitors	chr1-h1-74935055-74935927
0.00000000000707629965631605	1.3657097402625	0.157	0.061	0.000000258405234549693	early epidermal progenitors	chr3-h1-122565777-122566687
0.0000000000184151380657049	1.14347201515404	0.205	0.094	0.000000672465596745348	early epidermal progenitors	chr1-h1-324762160-324763068
0.0000000000227513877716486	1.59619291836836	0.112	0.037	0.000000830812427257291	early epidermal progenitors	chr1-h1-124504767-124505661
0.0000000000276731707341885	1.00121308593339	0.253	0.128	0.00000101054117570036	early epidermal progenitors	chr3-h1-112582104-112583031
0.0000000000316602244970838	1.08995244227218	0.215	0.101	0.00000115613641796001	early epidermal progenitors	chr3-h1-82549090-82550121
0.000000000054912972459489	1.32587995051133	0.149	0.058	0.00000200525701530316	early epidermal progenitors	chr2-h1-41416500-41417431
0.0000000000558993618229348	1.27958927022107	0.16	0.065	0.00000204127699568811	early epidermal progenitors	chr1-h1-73977428-73978330
0.0000000000580931286067323	1.65139228223044	0.101	0.032	0.00000212138677733204	early epidermal progenitors	chr3-h1-476042-476958
0.0000000000674894870598066	1.42948973796342	0.13	0.048	0.00000246451359896296	early epidermal progenitors	chr1-h1-277016243-277017139
0.000000000196976211157936	1.59204275926925	0.104	0.034	0.00000719298030285435	early epidermal progenitors	chr2-h1-136403234-136404127
0.000000000210871353712006	1.54231602609364	0.109	0.037	0.0000077003892235013	early epidermal progenitors	chr2-h1-40957667-40958573
0.000000000294115659241595	0.911044278825802	0.266	0.14	0.0000107402215285253	early epidermal progenitors	chr2-h1-95985751-95986679
0.000000000359645994173404	1.26776145924807	0.149	0.061	0.0000131331927692302	early epidermal progenitors	chr1-h1-95955904-95956817
0.000000000365895564545361	1.02051075768263	0.215	0.104	0.0000133614083305029	early epidermal progenitors	chr1-h1-262432054-262432936
0.000000000618928454115706	1.19909389518956	0.162	0.071	0.0000226014103589432	early epidermal progenitors	chr1-h1-43964714-43965606
0.000000000945397762238488	1.32437691975489	0.133	0.053	0.0000345230900836629	early epidermal progenitors	chr4-h1-460474-461372
0.00000000139375901492937	1.3851912747896	0.12	0.046	0.0000508958979481759	early epidermal progenitors	chr1-h1-135876434-135877496
0.00000000148454801627157	1.26658523450022	0.138	0.056	0.000054211239910189	early epidermal progenitors	chr1-h1-336936065-336936951
0.00000000195245250347404	1.08273912225818	0.184	0.087	0.0000712977080693616	early epidermal progenitors	chr3-h1-42834914-42835806
0.00000000263320441760149	1.23586495062568	0.146	0.064	0.0000961567257175536	early epidermal progenitors	chr2-h1-226780149-226781044
0.00000000388743058231305	1.29051918124168	0.128	0.051	0.000141957302574326	early epidermal progenitors	chr2-h1-211747106-211748002
0.00000000403072630959128	1.23710470637835	0.138	0.058	0.000147190032647345	early epidermal progenitors	chr1-h1-294687603-294688449
0.0000000074213184102649	0.977946571732707	0.202	0.103	0.000271004284387643	early epidermal progenitors	chr1-h1-294059508-294060420
0.00000000839209812680205	1.44094679441941	0.101	0.037	0.00030645424729643	early epidermal progenitors	chr2-h1-74668217-74669214
0.000000011366121025773	1.41873056160648	0.101	0.037	0.000415056641498151	early epidermal progenitors	chr2-h1-7576963-7577838
0.0000000135558215748835	1.24209367726018	0.13	0.055	0.000495017936450022	early epidermal progenitors	chr1-h1-203396131-203397050
0.0000000156221509234143	1.32377198700214	0.114	0.046	0.000570474085270319	early epidermal progenitors	chr1-h1-260266507-260267411
0.000000018014980034285	1.38344726744502	0.106	0.041	0.000657853025911984	early epidermal progenitors	chr3-h1-125938743-125939631
0.0000000237901214074752	1.38977309523871	0.106	0.042	0.000868743863436773	early epidermal progenitors	chr1-h1-162909367-162910323
0.0000000261047640463877	1.14043236577938	0.144	0.064	0.000953267668681941	early epidermal progenitors	chr1-h1-275380008-275380788
0.0000000406138883135217	0.978845068186387	0.181	0.09	0.00148309735954487	early epidermal progenitors	chr4-h1-54145278-54146271
0.0000000434478897953076	1.24112179009514	0.12	0.05	0.00158658659165525	early epidermal progenitors	chr3-h1-8388098-8388988
0.000000047438065333571	1.19701266542906	0.122	0.051	0.00173229583178601	early epidermal progenitors	chr3-h1-71517092-71518000
0.0000000540114097794329	1.04822349230341	0.165	0.082	0.00197233465091555	early epidermal progenitors	chr4-h1-12122426-12123332
0.000000062338472267155	0.913279218236531	0.199	0.104	0.0022764139917797	early epidermal progenitors	chr2-h1-67403955-67404869
0.0000000664632854644817	1.29115850460951	0.112	0.046	0.00242703979530648	early epidermal progenitors	chr1-h1-329085629-329086543
0.0000000832719389364281	1.29008435595999	0.101	0.039	0.00304084139414155	early epidermal progenitors	chr1-h1-34011473-34012607
0.00000010925404272958	1.27241916219791	0.106	0.043	0.00398962987835606	early epidermal progenitors	chr2-h1-233703095-233703970
0.000000126562932923693	1.12792351343081	0.136	0.063	0.0046216986215745	early epidermal progenitors	chr4-h1-52877118-52878007
0.000000150654985489436	1.18045226533706	0.122	0.054	0.00550146810511772	early epidermal progenitors	chr2-h1-7607688-7608596
0.000000215266806267212	1.18561723548257	0.117	0.051	0.00786089796445979	early epidermal progenitors	chr4-h1-3379924-3380831
0.000000259650083404561	1.108790272714	0.13	0.06	0.00948164209568436	early epidermal progenitors	chr2-h1-266295444-266296460
0.000000416002033088108	0.904805037703073	0.181	0.096	0.0151911462422785	early epidermal progenitors	chr1-h1-52093753-52094672
0.000000457359263257292	0.86863971944647	0.191	0.103	0.0167013882163666	early epidermal progenitors	chr3-h1-132625255-132626064
0.000000463403564881992	0.848053579699378	0.202	0.114	0.0169221079787957	early epidermal progenitors	chr1-h1-40593908-40594692
0.000000489445878819716	1.03882047312261	0.136	0.063	0.0178730951568596	early epidermal progenitors	chr3-h1-129080896-129081791
0.000000531824933788182	1.19680220437831	0.106	0.045	0.019420651107143	early epidermal progenitors	chr4-h1-47787574-47788429
0.000000638822019873376	0.889540906281246	0.186	0.102	0.0233278636997161	early epidermal progenitors	chr3-h1-84476040-84476589
0.000000751605471740623	1.12324821610911	0.12	0.055	0.0274463770115523	early epidermal progenitors	chr1-h1-33202267-33203237
0.000000890045624945399	1.21537327890761	0.101	0.043	0.0325017960861311	early epidermal progenitors	chr1-h1-170417631-170418519
0.000000986867615070655	0.967181390268105	0.154	0.08	0.0360374446995351	early epidermal progenitors	chr1-h1-225539641-225540298
0.00000100333402599082	1.08199941619123	0.122	0.057	0.0366387486271069	early epidermal progenitors	chr2-h1-105909175-105910084
0.00000122477906850812	0.743379155342143	0.237	0.144	0.0447252572447112	early epidermal progenitors	chr2-h1-3016539-3017434
0.00000130997935806386	1.161868279781	0.109	0.049	0.047836516218418	early epidermal progenitors	chr1-h1-225534995-225535877
0.00000131250419977026	1.00655930949113	0.144	0.073	0.0479287158630108	early epidermal progenitors	chr1-h1-821051-822194
0.00000199779609222441	0.7335876999499	0.229	0.135	0.0729535198997587	early epidermal progenitors	chr1-h1-257981790-257982698
0.00000204603053402492	0.776971739617063	0.207	0.118	0.074714897010988	early epidermal progenitors	chr4-h1-8636252-8637167
0.0000023984488741647	1.06621009655263	0.117	0.055	0.0875841575378722	early epidermal progenitors	chr3-h1-128621447-128622341
0.00000543485829272252	1.02219623703916	0.117	0.056	0.198464720275348	early epidermal progenitors	chr4-h1-754814-755748
0.00000597743204068889	0.994518433113688	0.122	0.06	0.218277885829836	early epidermal progenitors	chr2-h1-151444904-151445885
0.00000603156897967168	0.827731537325899	0.173	0.097	0.220254804430671	early epidermal progenitors	chr3-h1-132944346-132945253
0.00000658211384623983	0.873330857583248	0.154	0.083	0.24035905132314	early epidermal progenitors	chr2-h1-197137548-197138476
0.0000079392683476511	0.840738942736324	0.165	0.092	0.289918262251175	early epidermal progenitors	chr4-h1-11517715-11518625
0.00000867693133878776	0.773381904312605	0.189	0.112	0.316855501698513	early epidermal progenitors	chr3-h1-90012178-90013305
0.00000955873967329178	1.09051777656132	0.104	0.049	0.349056496649596	early epidermal progenitors	chr3-h1-109759003-109759946
0.0000112433856502834	0.928337109272351	0.13	0.067	0.4105747137914	early epidermal progenitors	chr1-h1-273347695-273348598
0.0000116113960307298	1.03657926949481	0.106	0.051	0.424013348854162	early epidermal progenitors	chr2-h1-224046910-224047756
0.0000141432645298174	0.913621450696037	0.133	0.07	0.516469590835341	early epidermal progenitors	chr2-h1-2963366-2964144
0.0000161311711466196	0.828743996289	0.154	0.085	0.589061976761108	early epidermal progenitors	chr3-h1-153886-154904
0.0000164425328665991	0.758396706904143	0.181	0.105	0.600431972689599	early epidermal progenitors	chr1-h1-46301204-46302108
0.0000174318451190909	0.622893508024002	0.258	0.167	0.636558688213842	early epidermal progenitors	chr3-h1-82540867-82541780
0.0000184706005304385	1.0075445400845	0.112	0.056	0.674490919570023	early epidermal progenitors	chr1-h1-317095618-317096509
0.0000238834555183428	0.977937658249122	0.12	0.063	0.872152145163323	early epidermal progenitors	chr1-h1-174155703-174156601
0.0000307983635999428	0.92782600408789	0.12	0.062	1	early epidermal progenitors	chr2-h1-61358041-61358937
0.0000327898990376454	0.910154449601819	0.122	0.064	1	early epidermal progenitors	chr3-h1-76294877-76295780
0.000034294944944059	0.94713966353568	0.114	0.059	1	early epidermal progenitors	chr1-h1-287234784-287235690
0.0000372651106704262	0.846567344860058	0.136	0.073	1	early epidermal progenitors	chr2-h1-129370066-129370979
0.0000376379650313505	0.566158259654341	0.274	0.184	1	early epidermal progenitors	chr4-h1-47141170-47142063
0.0000447244911165651	0.895615282195472	0.125	0.067	1	early epidermal progenitors	chr4-h1-54655233-54656097
0.0000498458604872047	0.624250261065434	0.229	0.148	1	early epidermal progenitors	chr1-h1-124866203-124867124
0.0000499637593671974	0.821612149236197	0.141	0.079	1	early epidermal progenitors	chr2-h1-100731440-100732344
0.0000587141397856294	0.829353991098512	0.141	0.08	1	early epidermal progenitors	chr4-h1-47565076-47565968
0.0000601073441580673	0.906774980054393	0.117	0.062	1	early epidermal progenitors	chr3-h1-103718037-103718940
0.0000906331118995733	0.698533178654065	0.176	0.107	1	early epidermal progenitors	chr2-h1-2962099-2962929
0.0000916927276250256	0.896053142510627	0.114	0.061	1	early epidermal progenitors	chr2-h1-214710017-214711042
0.000109629306873923	0.762849290190615	0.149	0.087	1	early epidermal progenitors	chr2-h1-225733979-225734868
0.00011005826964715	0.82611698645835	0.13	0.073	1	early epidermal progenitors	chr2-h1-95786614-95787429
0.000129780363727436	0.71482654964702	0.16	0.094	1	early epidermal progenitors	chr3-h1-84477427-84478311
0.000139933164589325	0.797747616492231	0.133	0.076	1	early epidermal progenitors	chr1-h1-45827459-45828368
0.000146760910773051	0.847182452955057	0.122	0.069	1	early epidermal progenitors	chr1-h1-334815521-334816352
0.000151010405805048	0.85498892965403	0.117	0.064	1	early epidermal progenitors	chr3-h1-132567949-132568868
0.000153482208771543	0.851503702555034	0.117	0.064	1	early epidermal progenitors	chr3-h1-12343761-12344613
0.000161102294590743	0.779185448502863	0.136	0.078	1	early epidermal progenitors	chr2-h1-11590788-11591696
0.00020790942094519	0.683393400070835	0.168	0.104	1	early epidermal progenitors	chr4-h1-605282-606222
0.000275291698077999	0.761856982260139	0.138	0.083	1	early epidermal progenitors	chr3-h1-84475470-84475939
0.000375016692419849	0.72032564330634	0.141	0.085	1	early epidermal progenitors	chr3-h1-94645278-94646149
0.000395265873242388	0.697261762337646	0.146	0.088	1	early epidermal progenitors	chr2-h1-86522948-86523989
0.000447600966759059	0.782067513172192	0.106	0.058	1	early epidermal progenitors	chr1-h1-217543353-217544134
0.000461712366051229	0.830951591416849	0.104	0.057	1	early epidermal progenitors	chr1-h1-230236787-230237682
0.000609890803829873	0.513601442154605	0.237	0.163	1	early epidermal progenitors	chr3-h1-8294100-8295077
0.000690122081697117	0.662934120792667	0.152	0.095	1	early epidermal progenitors	chr1-h1-280915154-280916063
0.0017027624682386	0.742867102795905	0.106	0.063	1	early epidermal progenitors	chr2-h1-233503142-233504049
0.00191283808106149	0.709988695620847	0.112	0.068	1	early epidermal progenitors	chr1-h1-74078283-74078940
0.00225633681815672	0.414447162656053	0.269	0.203	1	early epidermal progenitors	chr2-h1-56539593-56540521
0.00234409783229456	0.601800601424822	0.144	0.093	1	early epidermal progenitors	chr1-h1-73451106-73452023
0.00265354635925793	0.436963260370236	0.247	0.18	1	early epidermal progenitors	chr4-h1-55229808-55230696
0.00282638281195344	0.621246348144264	0.125	0.078	1	early epidermal progenitors	chr3-h1-132664999-132665929
0.00353814842630953	0.656149901770622	0.112	0.069	1	early epidermal progenitors	chr1-h1-272536195-272537085
0.00465631255807478	0.607998862403582	0.117	0.074	1	early epidermal progenitors	chr3-h1-132939248-132940110
0.00477286934267693	0.356015076721542	0.338	0.254	1	early epidermal progenitors	chr1-h1-137954244-137955174
0.0047888147922716	0.57011336516078	0.141	0.095	1	early epidermal progenitors	chr1-h1-332347102-332347991
0.00608629001397031	0.528712498058039	0.152	0.104	1	early epidermal progenitors	chr3-h1-132552288-132553190
0.00625139208113785	0.502800013114945	0.162	0.113	1	early epidermal progenitors	chr3-h1-54009689-54010587
0.00665921628233217	0.550695111989092	0.144	0.099	1	early epidermal progenitors	chr2-h1-235129345-235130251
0.00692516533298119	0.330918389944554	0.338	0.267	1	early epidermal progenitors	chr1-h1-271564926-271565852
0.0069880860448465	0.519621198760392	0.146	0.1	1	early epidermal progenitors	chr1-h1-303218906-303219772
0.00707588844721506	0.582642395998976	0.12	0.078	1	early epidermal progenitors	chr2-h1-171206952-171207942
0.00739481029947388	0.61078916563117	0.117	0.078	1	early epidermal progenitors	chr1-h1-339153794-339154581
0.00772251989485148	0.548958717865642	0.128	0.085	1	early epidermal progenitors	chr3-h1-53520834-53521726
0.00788625007161844	0.340910844743812	0.293	0.228	1	early epidermal progenitors	chr1-h1-192272261-192273216
0.00809958202292408	0.580358633299078	0.114	0.075	1	early epidermal progenitors	chr1-h1-188815732-188816428
0.00831341381869868	0.645645719877541	0.106	0.07	1	early epidermal progenitors	chr2-h1-7605885-7606626
0.00892942848609602	0.53580930682726	0.133	0.091	1	early epidermal progenitors	chr1-h1-41429996-41430910
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000583931946081976	4.64675484961816	0.371	0.014	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000213234428750755	late epidermal progenitors	chr3-h1-6252797-6253559
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184472306687747	4.9891769598669	0.269	0.008	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000673637522331645	late epidermal progenitors	chr3-h1-6253675-6254162
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000341612029571689	6.11940574546323	0.183	0.003	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124746464838694	late epidermal progenitors	chr3-h1-125772821-125773840
