Motif	Factor	Evidence	Curated
GM.5.0.bZIP.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0003	h1SMcG0010890	Orthologs	N
GM.5.0.bHLH.0003	h1SMcG0006375	Orthologs	N
GM.5.0.bHLH.0003	h1SMcG0016533	Orthologs	N
GM.5.0.HSF.0001	h1SMcG0015958	Orthologs	N
GM.5.0.HSF.0001	h1SMcG0002678	Orthologs	N
GM.5.0.HSF.0001	h1SMcG0006379	Orthologs	N
GM.5.0.Homeodomain.0003	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0003	h1SMcG0009117	Orthologs	N
GM.5.0.Homeodomain.0003	h1SMcG0008090	Orthologs	N
GM.5.0.C2H2_ZF.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.ARID_BRIGHT.0001	h1SMcG0003882	Orthologs	N
GM.5.0.Homeodomain_POU.0001	h1SMcG0008833	Orthologs	N
GM.5.0.C2H2_ZF.0004	h1SMcG0015343	Orthologs	N
GM.5.0.C2H2_ZF.0004	h1SMcG0022224	Orthologs	N
GM.5.0.Homeodomain.0004	h1SMcG0010817	Orthologs	N
GM.5.0.Homeodomain.0004	>h1SMcG0018696	Orthologs	N
GM.5.0.Nuclear_receptor.0004	h1SMcG0019688	Orthologs	N
GM.5.0.Sox.0002	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.DM.0001	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0004	h1SMcG0006375	Orthologs	N
GM.5.0.bHLH.0004	h1SMcG0011310	Orthologs	N
GM.5.0.bHLH.0004	h1SMcG0009686	Orthologs	N
GM.5.0.bHLH.0004	h1SMcG0001531	Orthologs	N
GM.5.0.bZIP.0004	h1SMcG0021004	Orthologs	N
GM.5.0.bZIP.0004	h1SMcG0021003	Orthologs	N
GM.5.0.T-box.0001	h1SMcG0010122	Orthologs	N
GM.5.0.T-box.0001	h1SMcG0022768	Orthologs	N
GM.5.0.T-box.0001	h1SMcG0007448	Orthologs	N
GM.5.0.bHLH.0005	h1SMnG0000744	Orthologs	N
GM.5.0.bHLH.0005	h1SMcG0001531	Orthologs	N
GM.5.0.bHLH.0005	h1SMcG0013330	Orthologs	N
GM.5.0.Homeodomain.0005	h1SMcG0012776	Orthologs	N
GM.5.0.Homeodomain.0005	h1SMcG0002883	Orthologs	N
GM.5.0.Homeodomain.0005	h1SMcG0022849	Orthologs	N
GM.5.0.Homeodomain.0005	h1SMcG0006514	Orthologs	N
GM.5.0.GATA.0002	h1SMcG0009369	Orthologs	N
GM.5.0.RFX.0001	h1SMcG0011556	Orthologs	N
GM.5.0.RFX.0001	h1SMcG0022918	Orthologs	N
GM.5.0.RFX.0001	h1SMcG0020741	Orthologs	N
GM.5.0.RFX.0001	h1SMcG0015193	Orthologs	N
GM.5.0.bHLH.0006	h1SMcG0009326	Orthologs	N
GM.5.0.bHLH.0006	h1SMcG0004651	Orthologs	N
GM.5.0.bHLH.0006	h1SMcG0004451	Orthologs	N
GM.5.0.bHLH.0006	h1SMcG0009369	Orthologs	N
GM.5.0.DM.0002	h1SMcG0022046	Orthologs	N
GM.5.0.bHLH.0007	h1SMcG0022832	Orthologs	N
GM.5.0.bHLH.0007	h1SMcG0007018	Orthologs	N
GM.5.0.bHLH.0007	h1SMcG0004651	Orthologs	N
GM.5.0.bHLH.0007	h1SMcG0004451	Orthologs	N
GM.5.0.bHLH.0007	h1SMcG0001531	Orthologs	N
GM.5.0.Rel.0001	h1SMcG0012454	Orthologs	N
GM.5.0.Rel.0001	h1SMcG0003436	Orthologs	N
GM.5.0.Rel.0001	h1SMcG0009582	Orthologs	N
GM.5.0.Ets.0002	h1SMcG0014619	Orthologs	N
GM.5.0.Paired_box.0001	h1SMcG0008441	Orthologs	N
GM.5.0.Sox.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0022769	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0007447	Orthologs	N
GM.5.0.Forkhead.0001	h1SMnG0012538	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0022770	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0008907	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0010789	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0016730	Orthologs	N
GM.5.0.Forkhead.0001	h1SMcG0007411	Orthologs	N
GM.5.0.MADS_box.0001	h1SMcG0000971	Orthologs	N
GM.5.0.bHLH.0008	h1SMcG0021295	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0003727	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0002883	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0022849	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0002500	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0003685	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0007474	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0008475	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0018916	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0016366	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0017394	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0003793	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0000761	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0022016	Orthologs	N
GM.5.0.Homeodomain.0006	h1SMcG0020634	Orthologs	N
GM.5.0.Homeodomain.0007	h1SMcG0003130	Orthologs	N
GM.5.0.Homeodomain.0007	h1SMcG0010609	Orthologs	N
GM.5.0.Homeodomain.0007	h1SMcG0017602	Orthologs	N
GM.5.0.Homeodomain.0007	h1SMcG0004816	Orthologs	N
GM.5.0.SMAD.0001	h1SMcG0006347	Orthologs	N
GM.5.0.SMAD.0001	h1SMcG0023128	Orthologs	N
GM.5.0.SMAD.0001	h1SMcG0004687	Orthologs	N
GM.5.0.Ets.0003	h1SMcG0011654	Orthologs	N
GM.5.0.Ets.0003	h1SMcG0000267	Orthologs	N
GM.5.0.Ets.0003	h1SMcG0014005	Orthologs	N
GM.5.0.Ets.0003	h1SMnG0022954	Orthologs	N
GM.5.0.Ets.0003	h1SMcG0021529	Orthologs	N
GM.5.0.Nuclear_receptor.0005	h1SMcG0015595	Orthologs	N
GM.5.0.Nuclear_receptor.0005	h1SMcG0011606	Orthologs	N
GM.5.0.C2H2_ZF.0005	h1SMcG0013330	Orthologs	N
GM.5.0.C2H2_ZF.0005	h1SMcG0015508	Orthologs	N
GM.5.0.Nuclear_receptor.0006	h1SMcG0004476	Orthologs	N
GM.5.0.Ets.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.E2F.0001	h1SMnG0017612	Orthologs	N
GM.5.0.E2F.0001	h1SMcG0010707	Orthologs	N
GM.5.0.Nuclear_receptor.0007	h1SMcG0005673	Orthologs	N
GM.5.0.Runt.0001	h1SMcG0016472	Orthologs	N
GM.5.0.C2H2_ZF.0006	h1SMcG0010076	Orthologs	N
GM.5.0.C2H2_ZF.0006	h1SMcG0001434	Orthologs	N
GM.5.0.C2H2_ZF.0006	h1SMcG0003130	Orthologs	N
GM.5.0.C2H2_ZF.0006	>h1SMcG0005177	Orthologs	N
GM.5.0.SAND.0001	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.T-box.0002	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0008	h1SMcG0013158	Orthologs	N
GM.5.0.Homeodomain.0008	h1SMcG0022494	Orthologs	N
GM.5.0.Homeodomain.0008	h1SMcG0014295	Orthologs	N
GM.5.0.GCM.0001	h1SMcG0013982	Orthologs	N
GM.5.0.Homeodomain_POU.0002	h1SMcG0002614	Orthologs	N
GM.5.0.Homeodomain_POU.0002	h1SMcG0008833	Orthologs	N
GM.5.0.bZIP.0005	h1SMcG0008340	Orthologs	N
GM.5.0.bZIP.0005	h1SMcG0012645	Orthologs	N
GM.5.0.Homeodomain.0009	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0004	h1SMcG0008523	Orthologs	N
GM.5.0.Mixed.0003	h1SMcG0007969	Orthologs	N
GM.5.0.Mixed.0003	h1SMcG0019688	Orthologs	N
GM.5.0.C2H2_ZF.0007	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0010	h1SMcG0006684	Orthologs	N
GM.5.0.SAND.0002	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain_POU.0003	h1SMcG0008833	Orthologs	N
GM.5.0.Nuclear_receptor.0008	h1SMcG0015595	Orthologs	N
GM.5.0.Nuclear_receptor.0008	h1SMcG0017823	Orthologs	N
GM.5.0.Homeodomain.0011	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0011	h1SMcG0021271	Orthologs	N
GM.5.0.Homeodomain.0011	h1SMcG0006855	Orthologs	N
GM.5.0.Homeodomain.0011	h1SMcG0002500	Orthologs	N
GM.5.0.Homeodomain.0011	h1SMcG0006497	Orthologs	N
GM.5.0.GATA.0003	h1SMcG0009369	Orthologs	N
GM.5.0.GATA.0003	h1SMcG0004888	Orthologs	N
GM.5.0.Mixed.0004	h1SMcG0010990	Orthologs	N
GM.5.0.Rel.0002	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0009	h1SMcG0011310	Orthologs	N
GM.5.0.bHLH.0009	h1SMcG0009686	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0020478	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0006261	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0002	h1SMcG0007411	Orthologs	N
GM.5.0.E2F.0002	h1SMcG0016376	Orthologs	N
GM.5.0.E2F.0002	h1SMnG0017612	Orthologs	N
GM.5.0.E2F.0002	h1SMcG0010707	Orthologs	N
GM.5.0.bZIP.0006	h1SMcG0017653	Orthologs	N
GM.5.0.Homeodomain.0012	h1SMcG0003298	Orthologs	N
GM.5.0.Homeodomain.0012	h1SMcG0019014	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0003	h1SMcG0007411	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0022072	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0011535	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0002883	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0022849	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0016366	Orthologs	N
GM.5.0.Homeodomain.0013	h1SMcG0006497	Orthologs	N
GM.5.0.C2H2_ZF.0008	h1SMcG0015343	Orthologs	N
GM.5.0.C2H2_ZF.0008	h1SMcG0022224	Orthologs	N
GM.5.0.C2H2_ZF.0009	h1SMcG0001434	Orthologs	N
GM.5.0.Mixed.0005	h1SMcG0003882	Orthologs	N
GM.5.0.Mixed.0005	h1SMcG0002883	Orthologs	N
GM.5.0.Mixed.0005	h1SMcG0022849	Orthologs	N
GM.5.0.bHLH.0010	h1SMcG0004651	Orthologs	N
GM.5.0.bHLH.0010	h1SMcG0012768	Orthologs	N
GM.5.0.SMAD.0002	h1SMcG0001098	Orthologs	N
GM.5.0.SMAD.0002	h1SMcG0018284	Orthologs	N
GM.5.0.SMAD.0002	h1SMcG0020557	Orthologs	N
GM.5.0.SMAD.0002	h1SMcG0006281	Orthologs	N
GM.5.0.Runt.0002	h1SMcG0016472	Orthologs	N
GM.5.0.Forkhead.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0009	h1SMcG0004476	Orthologs	N
GM.5.0.Ets.0005	h1SMcG0000267	Orthologs	N
GM.5.0.bHLH.0011	>h1SMcG0018894	Orthologs	N
GM.5.0.Mixed.0006	h1SMcG0015595	Orthologs	N
GM.5.0.Mixed.0006	h1SMcG0001531	Orthologs	N
GM.5.0.C2H2_ZF.0010	h1SMcG0015508	Orthologs	N
GM.5.0.bZIP.0007	h1SMcG0006635	Orthologs	N
GM.5.0.bZIP.0007	h1SMcG0001259	Orthologs	N
GM.5.0.bZIP.0007	h1SMcG0010592	Orthologs	N
GM.5.0.bZIP.0007	h1SMcG0004981	Orthologs	N
GM.5.0.bZIP.0007	h1SMcG0008503	Orthologs	N
GM.5.0.bZIP.0007	h1SMcG0004904	Orthologs	N
GM.5.0.bZIP.0008	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0011	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Mixed.0007	h1SMcG0020760	Orthologs	N
GM.5.0.Mixed.0007	h1SMcG0010451	Orthologs	N
GM.5.0.Mixed.0007	h1SMcG0010448	Orthologs	N
GM.5.0.C2H2_ZF.0012	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0010	h1SMcG0019688	Orthologs	N
GM.5.0.CUT_Homeodomain.0001	>h1SMcG0000889	Orthologs	N
GM.5.0.CUT_Homeodomain.0001	h1SMcG0023033	Orthologs	N
GM.5.0.CUT_Homeodomain.0001	h1SMcG0011844	Orthologs	N
GM.5.0.Sox.0005	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0014	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0014	h1SMcG0008090	Orthologs	N
GM.5.0.C2H2_ZF.0013	h1SMcG0015400	Orthologs	N
GM.5.0.C2H2_ZF.0013	h1SMcG0001434	Orthologs	N
GM.5.0.MADS_box.0002	h1SMcG0007933	Orthologs	N
GM.5.0.MADS_box.0002	h1SMcG0008246	Orthologs	N
GM.5.0.bHLH.0012	h1SMcG0016003	Orthologs	N
GM.5.0.bHLH.0012	h1SMnG0025958	Orthologs	N
GM.5.0.bHLH.0013	h1SMnG0012616	Orthologs	N
GM.5.0.Homeodomain_Paired_box.0001	h1SMcG0018062	Orthologs	N
GM.5.0.bHLH.0014	h1SMcG0013330	Orthologs	N
GM.5.0.bHLH.0014	h1SMcG0001531	Orthologs	N
GM.5.0.C2H2_ZF.0014	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0015	h1SMcG0009326	Orthologs	N
GM.5.0.bHLH.0015	h1SMcG0018400	Orthologs	N
GM.5.0.bHLH.0015	h1SMcG0001334	Orthologs	N
GM.5.0.bHLH.0015	h1SMcG0021180	Orthologs	N
GM.5.0.bHLH.0015	h1SMcG0013330	Orthologs	N
GM.5.0.Homeodomain.0015	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0015	h1SMcG0002500	Orthologs	N
GM.5.0.Homeodomain.0015	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0015	h1SMcG0021059	Orthologs	N
GM.5.0.Mixed.0008	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0016	h1SMcG0017394	Orthologs	N
GM.5.0.Homeodomain.0016	h1SMcG0003882	Orthologs	N
GM.5.0.C2H2_ZF.0015	h1SMcG0010990	Orthologs	N
GM.5.0.C2H2_ZF.0015	h1SMcG0011310	Orthologs	N
GM.5.0.C2H2_ZF.0015	h1SMcG0009686	Orthologs	N
GM.5.0.C2H2_ZF.0015	h1SMcG0006042	Orthologs	N
GM.5.0.C2H2_ZF.0015	h1SMcG0018295	Orthologs	N
GM.5.0.C2H2_ZF.0015	h1SMcG0018294	Orthologs	N
GM.5.0.Nuclear_receptor.0011	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0017	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.GATA.0004	h1SMcG0009369	Orthologs	N
GM.5.0.Sox.0006	h1SMcG0016676	Orthologs	N
GM.5.0.C2H2_ZF.0016	h1SMcG0001477	Orthologs	N
GM.5.0.C2H2_ZF.0016	h1SMcG0005497	Orthologs	N
GM.5.0.bHLH.0016	h1SMcG0020144	Orthologs	N
GM.5.0.bHLH.0016	h1SMcG0006375	Orthologs	N
GM.5.0.bHLH.0016	h1SMcG0010990	Orthologs	N
GM.5.0.Homeodomain_POU.0004	h1SMcG0010076	Orthologs	N
GM.5.0.Homeodomain_POU.0004	h1SMcG0008833	Orthologs	N
GM.5.0.Mixed.0009	h1SMcG0020144	Orthologs	N
GM.5.0.Mixed.0010	h1SMcG0014015	Orthologs	N
GM.5.0.Ets.0006	h1SMcG0004713	Orthologs	N
GM.5.0.Ets.0006	h1SMcG0000267	Orthologs	N
GM.5.0.Ets.0006	h1SMcG0014005	Orthologs	N
GM.5.0.Ets.0006	h1SMnG0022954	Orthologs	N
GM.5.0.Ets.0006	h1SMcG0021529	Orthologs	N
GM.5.0.C2H2_ZF.0017	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0001	h1SMcG0020760	Orthologs	N
GM.5.0.Unknown.0001	h1SMcG0010451	Orthologs	N
GM.5.0.Unknown.0001	h1SMcG0010448	Orthologs	N
GM.5.0.Rel.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0018	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0018	h1SMcG0007474	Orthologs	N
GM.5.0.Homeodomain.0018	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0018	h1SMcG0001722	Orthologs	N
GM.5.0.Homeodomain.0019	h1SMcG0017394	Orthologs	N
GM.5.0.Homeodomain.0019	h1SMcG0003727	Orthologs	N
GM.5.0.Homeodomain.0020	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0020	h1SMcG0006855	Orthologs	N
GM.5.0.Homeodomain.0020	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0020	h1SMcG0021059	Orthologs	N
GM.5.0.Ets.0007	h1SMcG0011654	Orthologs	N
GM.5.0.Ets.0007	h1SMcG0000267	Orthologs	N
GM.5.0.Ets.0007	h1SMcG0014005	Orthologs	N
GM.5.0.Ets.0007	h1SMnG0022954	Orthologs	N
GM.5.0.Ets.0007	h1SMcG0021529	Orthologs	N
GM.5.0.Nuclear_receptor.0012	h1SMcG0016703	Orthologs	N
GM.5.0.Nuclear_receptor.0012	h1SMcG0015595	Orthologs	N
GM.5.0.Homeodomain.0021	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.AP-2.0001	h1SMcG0006465	Orthologs	N
GM.5.0.DP_E2F.0001	h1SMcG0016376	Orthologs	N
GM.5.0.bZIP.0009	h1SMcG0007969	Orthologs	N
GM.5.0.Myb_SANT.0002	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0010	h1SMcG0008373	Orthologs	N
GM.5.0.bZIP.0010	h1SMcG0001975	Orthologs	N
GM.5.0.bZIP.0010	h1SMcG0015595	Orthologs	N
GM.5.0.bZIP.0010	h1SMcG0001531	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0016366	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0003727	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0003793	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0002883	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0022849	Orthologs	N
GM.5.0.Homeodomain.0022	h1SMcG0022016	Orthologs	N
GM.5.0.bHLH.0017	h1SMcG0023005	Orthologs	N
GM.5.0.bHLH.0017	h1SMcG0004307	Orthologs	N
GM.5.0.E2F.0003	h1SMnG0017612	Orthologs	N
GM.5.0.E2F.0003	h1SMcG0010707	Orthologs	N
GM.5.0.E2F.0003	h1SMcG0016376	Orthologs	N
GM.5.0.C2H2_ZF.0018	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.THAP_finger.0001	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain_POU.0005	h1SMcG0010663	Orthologs	N
GM.5.0.bZIP.0011	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0019	h1SMcG0001434	Orthologs	N
GM.5.0.C2H2_ZF.0019	>h1SMcG0005177	Orthologs	N
GM.5.0.Nuclear_receptor.0013	h1SMcG0001020	Orthologs	N
GM.5.0.Nuclear_receptor.0013	h1SMcG0019688	Orthologs	N
GM.5.0.Nuclear_receptor.0013	h1SMcG0015595	Orthologs	N
GM.5.0.Ets.0008	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.E2F.0004	h1SMnG0017612	Orthologs	N
GM.5.0.E2F.0004	h1SMcG0010707	Orthologs	N
GM.5.0.CSL.0001	h1SMcG0018959	Orthologs	N
GM.5.0.Myb_SANT.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0023	h1SMcG0010817	Orthologs	N
GM.5.0.Homeodomain.0023	>h1SMcG0018696	Orthologs	N
GM.5.0.C2H2_ZF.0020	h1SMcG0000656	Orthologs	N
GM.5.0.bHLH.0018	h1SMcG0008163	Orthologs	N
GM.5.0.T-box.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0012	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Myb_SANT.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Mixed.0011	h1SMcG0000267	Orthologs	N
GM.5.0.Mixed.0011	h1SMcG0007329	Orthologs	N
GM.5.0.Mixed.0011	h1SMcG0007325	Orthologs	N
GM.5.0.bHLH.0019	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0020	h1SMnG0012616	Orthologs	N
GM.5.0.bHLH.0020	h1SMcG0013330	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0004888	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0005	h1SMcG0007411	Orthologs	N
GM.5.0.Homeodomain.0024	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0013594	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0010609	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0017602	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0004816	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0004713	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0008373	Orthologs	N
GM.5.0.bZIP.0013	h1SMcG0003269	Orthologs	N
GM.5.0.bZIP.0013	h1SMnG0005364	Orthologs	N
GM.5.0.Mixed.0012	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.E2F.0005	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0021	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0021	h1SMnG0012616	Orthologs	N
GM.5.0.bHLH.0021	h1SMcG0001531	Orthologs	N
GM.5.0.C2H2_ZF.0022	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0006855	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0002500	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0003727	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0009117	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0021059	Orthologs	N
GM.5.0.Homeodomain.0025	h1SMcG0001296	Orthologs	N
